,Parameters,Parameters,Parameters,2010-2016,2010-2016,2010-2016,2017-2020,2017-2020,2017-2020
,localDEV Weight,Intervention Threshold,Probability(Intervention = Success),GlobalDEV Weight,GlobalDEV Stdev,GlobalDEV Pvalue,GlobalDEV Weight,GlobalDEV Stdev,GlobalDEV Pvalue
Generation,,,,,,,,,
42,0.02862598642527444,0.21705739766709065,0.3220079773184095,0.11434441776851384,0.004020387124181318,6.270704770699966e-178,0.12538236179233211,0.005044012441754505,2.1367729294980376e-136
43,0.024117509743629154,0.23043420329875106,0.6322172222415862,0.10405069015458357,0.0037242963865433297,9.133148198063388e-172,0.12100992833922493,0.004665035380182321,2.372163178222893e-148
44,0.013648994630358105,0.21237358793244054,0.5229454276573847,0.060769127958250485,0.0027826026015640936,9.899747733272598e-106,0.07802072028179939,0.003287934085373601,1.7930906827909708e-124
45,0.04124379853608816,0.21788285687155987,0.03302681254068444,0.15715361608940637,0.005073730637417043,1.2083616263235293e-210,0.16151628642928603,0.006309813083562484,1.6209403914702314e-144
46,0.03481727719917935,0.1833708615655039,0.35046242683351053,0.13658599049654063,0.004389869666675884,1.5620541272587764e-212,0.1507064452250756,0.005991399652640338,1.2843134490331492e-139
47,0.022978518215785178,0.13385817998596472,0.5207889750827879,0.10431675502516123,0.003715520934619726,1.9269846353934778e-173,0.11841587522024817,0.004592985478937523,1.4153446130513173e-146
48,0.04630176897759491,0.10223534923420789,0.21982203093091798,0.17313615389849885,0.005939790679005561,8.720755147161543e-187,0.17072486700807038,0.0067641001586513485,1.4639580880040714e-140
49,0.01403233380578209,0.20008813794386332,0.6012103453313542,0.0595941808882464,0.0028752552413524265,1.9951040435313278e-95,0.08479454268454203,0.0035767278223200194,3.0321768208910684e-124
50,0.029638122068736554,0.13224346167325218,0.9643157848486383,0.11874429719502388,0.0040557033966160975,1.9568795381876928e-188,0.1458836385055514,0.005270703580992519,1.277511588657619e-168
51,0.016977153438334176,0.11783747826018864,0.4603782041383102,0.0771868642002947,0.003146865004163122,7.39494089596812e-133,0.08735952955971388,0.0036700031667581704,3.060233639250175e-125
52,0.013730505423396109,0.19722034069197308,0.39079007807082156,0.06703819426102117,0.0030933043833309653,3.767507006803005e-104,0.07482009100797311,0.00352795648291603,8.096054767478489e-100
53,0.033206823680413645,0.24148422958553442,0.06790775526016157,0.13718975861575844,0.004638145652742079,2.8184357730595865e-192,0.14345127426776827,0.0059220663917716534,1.2680472498088204e-129
54,0.04620388003855492,0.15202557700797892,0.11824937630128902,0.16605126860913072,0.005471461218786672,2.620474361227162e-202,0.18073219687893283,0.006680811813697863,3.57610276520769e-161
55,0.011350782387038835,0.23754509689798098,0.69437294298956,0.0487949937685068,0.0028584342055357204,2.459467199363019e-65,0.072143931933328,0.003388001902356704,1.2917768472744682e-100
56,0.026781940430492243,0.15660384071684896,0.9831501293916715,0.11866452934307506,0.004050558389280835,1.1715663266817047e-188,0.13768823045864692,0.005093998418671099,6.65374241919341e-161
57,0.04237662417076111,0.12139506970496049,0.2855284362777383,0.15996526159530366,0.0049680450209601545,1.832436634407582e-227,0.16668342133573688,0.006598169486433677,8.345681300899736e-141
58,0.02652530595130754,0.22944001749129797,0.29842484861170926,0.11812502153950671,0.004017046761769314,4.611158917517948e-190,0.11460556658325496,0.0049134024536878,2.4672175675897553e-120
59,0.046443356307875217,0.14292951731906994,0.7118077242622985,0.17364482675885123,0.005749392291527333,2.2099831112786533e-200,0.17577444914308613,0.006604918406565419,4.84451855468659e-156
60,0.017218058850527837,0.12088118728334138,0.8027704697640096,0.07887546165862094,0.003282685641638358,1.4273841999503615e-127,0.09652161477948287,0.0040998200530477195,1.4845657244846323e-122
61,0.04305191507854777,0.23201802027416024,0.9662262925023767,0.15547845777915678,0.005274227996856278,5.3669802760093313e-191,0.191022169484743,0.007066565658393579,6.2478411797793735e-161
62,0.03917878552400989,0.11321035089805409,0.6599419925231874,0.14685253947422353,0.004910384967071474,1.6187356164508637e-196,0.15723472896185223,0.00589102426852192,6.058110878253779e-157
63,0.02618447723398789,0.16963344205670658,0.15899056426165148,0.11145077845160517,0.003958671653002105,2.16637154798762e-174,0.11742282451685776,0.004862772202768383,7.970365366960791e-129
64,0.036907364190888206,0.1634557734489199,0.6864531302014802,0.1488029492080876,0.004784633191346109,2.395120004055716e-212,0.15833207299122956,0.005683232091977003,8.261405869235156e-171
65,0.03912489225943171,0.15775811602112916,0.8200780728366174,0.1446200990675255,0.004785480760840047,1.270339808588819e-200,0.16788778922059686,0.006247506763823761,4.572045795479662e-159
66,0.01957750119790813,0.22954799029343761,0.4283816979440005,0.0844953607047666,0.0032488864902040985,4.075281580306092e-149,0.10573321273806363,0.004331249712582297,1.284442352626076e-131
67,0.02675162129374605,0.18187209784562092,0.1531363395650823,0.10417067633829812,0.0036477478192804558,2.264763336182398e-179,0.11289907266037016,0.004697030676903969,1.162087425150261e-127
68,0.02857110788542498,0.12765327577958652,0.32627145962542736,0.12036337024720263,0.0041712473277375215,4.3242443946178266e-183,0.12632349149705752,0.005065000361538855,2.709439904059269e-137
69,0.020249651264612974,0.2080712445656736,0.0415122545373824,0.09010625645261183,0.0034908590942471607,6.49295827043065e-147,0.09718464461646172,0.004367234212156922,1.0518212533574377e-109
70,0.02573594206187601,0.17096692680729436,0.8838740644181359,0.10188665809874872,0.0036889202680659974,6.4646663789882295e-168,0.12895726194886173,0.005265738996520032,1.8939445561157882e-132
71,0.02796554553945583,0.23654022645001962,0.1686970869612328,0.1183587666512616,0.003979517335711935,2.2012626690312455e-194,0.12435277582700041,0.005230828162917994,6.346555963147857e-125
72,0.020941307334001315,0.1996390524759017,0.9473178934504357,0.08726188440157996,0.003391933454928103,5.938507662613753e-146,0.11710664966607388,0.0042736178427019225,2.5799062104654513e-165
73,0.010846630982239385,0.12364789665949592,0.5990077248886779,0.05133967380540721,0.0027665760069575354,7.143724928865247e-77,0.06388883080668975,0.0030889790197184824,4.945196955307217e-95
74,0.026483912903133865,0.1254511978026745,0.24425723030622554,0.10920286000940169,0.00382888842382484,6.474151809064675e-179,0.12362716517038867,0.0051149292933782165,4.616413156116166e-129
75,0.010164021716600566,0.12309654196901479,0.39397719892446526,0.047255105269880145,0.002738058087877146,9.638629114901148e-67,0.06451199159949281,0.0032951583500051094,2.3906987627707444e-85
76,0.028302767477982146,0.16315463778337172,0.6161640900967745,0.11878666988925181,0.00426627856781316,1.3035181701192162e-170,0.12844843095116956,0.005018146644366485,1.656524179040531e-144
77,0.01694080650953851,0.2218677981599661,0.7171122548749705,0.07424156448219237,0.002910251232096621,1.5127948918413394e-143,0.09872673401192956,0.004125492650661369,1.461025824996294e-126
78,0.025145994315876816,0.1263944306122493,0.28179079166013493,0.10950072147553391,0.003818713362555905,7.875111510142924e-181,0.11647692728832229,0.004356993517069284,1.9297842578297535e-157
79,0.02154394284890357,0.19619586170448955,0.07438528086745626,0.08905755231844054,0.003396566357752792,1.5771416227261302e-151,0.10001713572662746,0.004824959778409159,1.892464240410129e-95
80,0.015232136317464078,0.1622263718468296,0.7690412802960896,0.07123184164446766,0.0030995933466114937,7.215891764132804e-117,0.08670003277080592,0.0038434216725139695,1.1199305843518916e-112
81,0.04059704649601494,0.1361981497223013,0.40183184851314385,0.16152368716627313,0.005164290239798257,9.579612475167004e-215,0.1557703762564244,0.0062927107712648705,2.8008058689560224e-135
82,0.03953722457257655,0.23327640511363998,0.9688264882440134,0.1549157104621138,0.005255584038799903,5.778081930307045e-191,0.15902255891905379,0.0057977060157330725,1.253181165189749e-165
83,0.019495109347156925,0.11087704233950985,0.7978917173101241,0.08493470165532664,0.0033023712442708463,7.109940656564465e-146,0.10719083411529956,0.004114706752590881,1.3223169348220158e-149
84,0.038244337623800105,0.23408669686345962,0.8871344884326361,0.15080926486775853,0.004797348372867911,6.529524428989491e-217,0.1620320459572447,0.005844166814752105,3.447571794596705e-169
85,0.03870050008666476,0.1335726382970305,0.3771774124097359,0.1472080645899877,0.0047742377589068226,9.226749629061086e-209,0.16029363272940564,0.005882991325654458,1.805547705277521e-163
86,0.02375791729896643,0.24144797459301992,0.506515626768495,0.1005320526802075,0.0036802084016037627,2.668623377169102e-164,0.11220314419161213,0.004314756706866292,4.403114231788402e-149
87,0.010825260620878959,0.11963124497293072,0.053361109638109104,0.04971474916055064,0.0027049787784539023,1.9357655451781203e-75,0.05379166816956034,0.0029773355845468348,5.793049075756653e-73
88,0.024534509916974465,0.14140271268877003,0.7204921496907358,0.10050542596396102,0.003702382125372658,2.8112697648837727e-162,0.12697707770490657,0.004775325984882274,8.802375128351143e-156
89,0.038506709562093254,0.16235485302265212,0.3004574933493345,0.15332901185377418,0.004959776804728408,7.62708030916016e-210,0.1530999696911681,0.006044229851153888,1.4952269021942026e-141
90,0.024436232289337806,0.19144286201621408,0.3672786024932648,0.10149518693117168,0.003626110150125217,2.1444068367917703e-172,0.1166590355064262,0.004706495613174459,1.2437951143060041e-135
91,0.022108260953308066,0.21292134408556027,0.3405837131276901,0.0922639269480107,0.00359145019959537,1.5165785201253931e-145,0.10488807431376276,0.004426314757335325,3.920049338015547e-124
92,0.039915804605373986,0.11499453851510441,0.05079645260381744,0.15172999725189731,0.0048329642441761606,2.3818242868142432e-216,0.15660109160537816,0.006724600286234348,5.894565826728414e-120
93,0.04561455936705442,0.20315376289945103,0.9502211465404782,0.17065161530410403,0.005501917887843765,3.2049234364215217e-211,0.17810021943424387,0.006713957632059467,4.7500375700134416e-155
94,0.026809498855228278,0.122651059559348,0.028359592907481336,0.11603933554189971,0.004043287435853727,3.897836232586112e-181,0.11595334542030833,0.005005869570577479,1.06341008842929e-118
95,0.013702132611373673,0.21382530950317025,0.7914160246981368,0.06423028619527826,0.002952484234485316,6.24093944048827e-105,0.08361901779807046,0.0036436601338531655,1.5014648550869112e-116
96,0.033817183030535596,0.22503313907357209,0.28989615994042534,0.13730700278242977,0.004685185876349192,8.538404964854254e-189,0.14106674801640937,0.005702764835047599,4.326437616207719e-135
97,0.028353846351304286,0.24713455772058746,0.9211374945836601,0.11822126214332952,0.004051503498613299,3.519698216937572e-187,0.13587703851004881,0.005142749871147951,7.844563334179241e-154
98,0.022529129576248235,0.14024180148884083,0.8723475370136149,0.09873009578360102,0.0036648126473442584,7.468701918574144e-160,0.11570230239040898,0.004662978434950372,6.496599465081751e-136
99,0.03963814972683375,0.15907925517608512,0.2215167047318706,0.1461099361788002,0.005205499248047222,2.383368445810419e-173,0.15348925154911944,0.006441922246621,1.7697010588624337e-125
100,0.010081360354446588,0.10557755064758087,0.34433142745261525,0.04638762852400719,0.0027807202208061576,1.7755580495997837e-62,0.05514317692353983,0.002968615925251,5.084134338620522e-77
101,0.03533800409531686,0.11419627109517058,0.06696228375605395,0.14066654215108523,0.004536746707939,4.4693299871343026e-211,0.14240580114681906,0.005792178658251242,1.78870820396029e-133
102,0.042224529547139074,0.1835852583877117,0.4787918615940445,0.15862435783207324,0.005143061326075482,7.083132109035896e-209,0.17379891641940218,0.00640086712469262,2.371951452586367e-162
103,0.04162465001888988,0.21307182370245276,0.7578315529676258,0.15263857378092435,0.005221821724783516,7.85314898681016e-188,0.1656720153557517,0.0059938501394881435,3.6470267050227756e-168
104,0.0480271437641967,0.15244707890018222,0.27631120004503734,0.17444397332294512,0.005619464104649147,1.426382686992457e-211,0.18518861267700926,0.007237500230844427,2.1086159002549493e-144
105,0.03642825930818131,0.24846002079478582,0.9103935557945497,0.13411042815444915,0.0044796082822723534,6.308354052060483e-197,0.1539134188382438,0.005871449978067407,1.8466308568917666e-151
106,0.01850880468823907,0.17966421916155495,0.3094140398011088,0.08381992300154602,0.0032823120105396134,7.685631165066664e-144,0.0951003820561571,0.00398480967260976,6.953622145395235e-126
107,0.01378547681880797,0.12678735554058934,0.46270299799819137,0.0627983097914479,0.002843145548655982,4.1575713526673396e-108,0.08203676804579386,0.0037270143577350858,2.240158179231592e-107
108,0.013482666961505256,0.12154469866481199,0.6673349406528799,0.05824659451184729,0.0028133843143629722,3.228388869854543e-95,0.07922570555758977,0.0033053340513634543,5.849897670460259e-127
109,0.023251212742972583,0.14975606801921246,0.6392623936300915,0.10113515750436201,0.0035188073814384955,1.1629080761388218e-181,0.11673565352076809,0.004432837307821533,7.766532577227495e-153
110,0.01079294634870807,0.17514331497941837,0.09598065768279106,0.048125941181421446,0.0027957302562554355,2.0820874702939373e-66,0.056855954109383385,0.003133223320774767,1.377111329501605e-73
111,0.025634009345755528,0.11600619380106443,0.8841832122516311,0.10741493055025642,0.0038561377462624146,9.220588799106927e-171,0.13229565650004776,0.005062604965028381,1.581510036200432e-150
112,0.02333335043293725,0.12415826391927462,0.6520984543862186,0.09989625385440275,0.003762135768784445,2.366897787038304e-155,0.11338291684644672,0.004451483536652318,4.151963631366927e-143
113,0.015267346662009558,0.22111461519778736,0.23500920809194215,0.06500179489294976,0.002853172528415198,6.870913932002426e-115,0.0812517255399292,0.003604270668076867,1.5665043872676584e-112
114,0.024666805043915628,0.11195206009393201,0.3175932299144023,0.10766631272726589,0.0037782341141362748,1.2957826965415378e-178,0.108459110517389,0.004614408522412153,3.6734644173184905e-122
115,0.020706314992942405,0.16096030627126554,0.09985307312431418,0.09518466108240956,0.0036182211446411944,1.5934291714629975e-152,0.09659457523200106,0.004301919218749462,1.173995956895006e-111
116,0.026589916237673927,0.2106999859629221,0.4360370727033538,0.11397488732222291,0.003929381774170143,5.558704106905942e-185,0.12493106986450431,0.004850365685758245,2.688090702287719e-146
117,0.042262213385291854,0.22917532277166017,0.11724096678272342,0.16691305682254884,0.005377431922303033,1.578685694950643e-211,0.16540326944371272,0.006556891652653883,2.0845054519284354e-140
118,0.023377244392851798,0.12994426420941135,0.023696795499202866,0.10429269007882433,0.003843801109516504,4.052291353746218e-162,0.10214804026453168,0.004326593681931832,3.0900127560268553e-123
119,0.049180675803548214,0.10329022872202112,0.7271611425324181,0.19654012615925187,0.006749426845690496,2.0319305339274897e-186,0.18652026078976777,0.006609834895960193,3.45832966145815e-175
120,0.0307001964478014,0.207968941489227,0.5689730057605739,0.12497468521012825,0.004355586071546187,4.6696512128493903e-181,0.14084681807016888,0.0054310913744928056,2.7966989060042464e-148
121,0.01623099408669435,0.1731038837389658,0.6042994749153451,0.07166849517429875,0.0030736212668367826,2.9611095527655577e-120,0.08863688496278556,0.0038858375429854626,3.6286449511880014e-115
122,0.04587511322203579,0.24297598286495636,0.08810842293978327,0.1735382623842026,0.005753938808799654,7.953454979988293e-200,0.16741650941733668,0.006761122197388145,2.3227177406046483e-135
123,0.03780448446835713,0.24501668882891767,0.19579902287177078,0.15206756098541474,0.005007549058857739,1.468831889647343e-202,0.15316530794041291,0.006449903525610059,1.1824239173873178e-124
124,0.04118159200992549,0.11564874488842182,0.233352944987716,0.16391577403493948,0.005535451532052871,1.0471238788413983e-192,0.15846502644338006,0.006086829480589549,2.0375767265103436e-149
125,0.03499231106977346,0.18065124536267219,0.7675641457215431,0.14840674627875355,0.004725124262344365,1.5730145029212593e-216,0.1513793336785709,0.005602466569365632,8.575836236520133e-161
126,0.04230666878600031,0.20990246746284805,0.294382682935156,0.16364627005669957,0.005424655724980941,6.395842294038549e-200,0.16104005641992905,0.006180034664421646,1.088610390620147e-149
127,0.013008377106896257,0.16055539139405134,0.24664866256585388,0.06322658184536385,0.0028963675977954403,1.214461792198469e-105,0.0740362063304274,0.0035291109493572814,1.0263327188483832e-97
128,0.03925621085090812,0.17861387943253693,0.9334918911246877,0.14765886820459742,0.00509600845395587,1.3436834494185917e-184,0.162709296843657,0.006104553202544349,1.618800324684736e-156
129,0.01710786947830282,0.150500690960212,0.7159617704255996,0.0760350206499751,0.00304803101197374,2.382406907470345e-137,0.10261121600558117,0.00400237991525063,5.8210647731479045e-145
130,0.03089974921837263,0.1496372246940624,0.03946926482593386,0.12818155646195406,0.004283253404729069,8.975442758207834e-197,0.12471454586741393,0.005266620380501027,5.7705136574824005e-124
131,0.02160699252044032,0.17447557697678134,0.908779167261601,0.09770677720376306,0.0034989432561594188,1.33956035363092e-171,0.11398045921744679,0.004468442975547823,1.6123000815199126e-143
132,0.04732281996505252,0.153556410637051,0.32531228219222996,0.170798342587863,0.00584021955823416,5.169087377266513e-188,0.183647471656417,0.007453251625608207,4.720650863083677e-134
133,0.01583925967918202,0.1596702087131388,0.7569964662603134,0.07456011231398445,0.0031251892342933226,8.4061960339368e-126,0.08767839212280726,0.0040128039025360334,7.831752330300159e-106
134,0.037050195401657444,0.20380994558735321,0.553180329986411,0.14539155332737116,0.004939155802407407,1.873233085147639e-190,0.1542279849652812,0.005764300362310537,1.0594517897009722e-157
135,0.027865202548756955,0.20303908988006286,0.729729044637912,0.11454363299012105,0.004087015411340281,7.785338146714069e-173,0.1358621072066776,0.005150939297327761,2.571198852379095e-153
136,0.04910673923943528,0.18565474037447938,0.46975407213157755,0.17752229890468896,0.005764254909458507,2.8660765785332152e-208,0.18121119462702867,0.006826317515510815,2.85891775890974e-155
137,0.030745344710873992,0.12110485133923156,0.3474243017693339,0.12240831867561884,0.003995552047492549,4.042051189372538e-206,0.13263138397725766,0.005156574229422563,6.836002096243282e-146
138,0.03637173345339,0.1289117947264058,0.3540448573762575,0.14319748816766442,0.004743310409539436,3.267501408758616e-200,0.14554795307273674,0.005740142499025629,7.685826420589143e-142
139,0.0468522059475854,0.20042521010016662,0.29312892335452917,0.16974467788154332,0.00547591355400939,5.661071031795736e-211,0.17612057697791644,0.006996254326822148,7.805886961867685e-140
140,0.03454338701926914,0.16155987115246156,0.09627112627279028,0.13768061970036277,0.004421499947994019,7.170510085790026e-213,0.13360654878483225,0.005563510233739227,1.948321301462321e-127
141,0.018736404097429417,0.1663861233815575,0.022719535156349998,0.08621862354644846,0.0033595104193946445,2.9472246530202266e-145,0.09094074737104511,0.004274851922821681,2.001162284672195e-100
142,0.015496867200426685,0.18008488518234417,0.09254750761247484,0.07432111068490509,0.0032133671715534108,2.3801722287546534e-118,0.0820923305979863,0.003692262549661513,1.6251962625484e-109
143,0.04700906543794774,0.23089346189219614,0.7350365259817063,0.1716124261253742,0.005947855583045234,4.670046907790975e-183,0.18862341716682957,0.007378234076160951,3.754843619419557e-144
144,0.03786461184596613,0.12497436405848547,0.9657609422649195,0.14185862005491243,0.0045974146971619854,4.629385074389278e-209,0.1620953318053477,0.005794993448419182,3.599258428600934e-172
145,0.04797566844674345,0.12392620127799955,0.7095373669593843,0.17672563467545924,0.006027865407197675,6.095632655229371e-189,0.1793926186052837,0.006621420851340859,1.1981114441428688e-161
146,0.02610422174613982,0.1272850947222531,0.846952343303939,0.11088437747795515,0.003858375632901147,1.25686878499133e-181,0.1267042132235093,0.004902638450848064,2.8355473077167376e-147
147,0.026904965698460293,0.13792875986386866,0.8371654730295528,0.11586079379838025,0.0038751198852677473,2.04987863462113e-196,0.13443090843748431,0.005185931468652965,3.740480295408355e-148
148,0.04635459810235665,0.1882108195277105,0.8962546472787432,0.17932761934291114,0.006206716969574964,1.4828951663991877e-183,0.1796363784859833,0.006642475177014198,4.543523372323012e-161
149,0.023912687623043476,0.20647135957820525,0.5029991718218282,0.10431182341849324,0.0036873298861119807,4.685260863825241e-176,0.11715759324276134,0.004360458421538873,5.1721896107754e-159
150,0.013154254622172202,0.21129267603210217,0.9007005009693169,0.06107591926346823,0.0029272436459724326,1.1220874696318985e-96,0.08030484917844989,0.003597787546865696,2.3303512888928106e-110
151,0.041039903673027275,0.10185658726528199,0.39584032741933783,0.15856027730310288,0.0050985125145539935,2.459966706493019e-212,0.16792066977341738,0.0062995960966817765,1.533690894094369e-156
152,0.019015781731691234,0.16576141961225999,0.6342248190667062,0.08296335916324907,0.0034485691336282654,6.996587404984438e-128,0.09881411398829597,0.004104706279909364,4.752633357264558e-128
