Generation,localDEV Weight,Intervention Threshold,Probability(Intervention = Success),GlobalDEV Weight,GlobalDEV Stdev,GlobalDEV Pvalue
159,0.037663698730148513,0.1498460289578233,0.2973143324267503,0.15190210276234986,0.004000660071300299,0.0
160,0.011945799608532008,0.23594116781197963,0.6268795798981188,0.0602031066939304,0.002203739379749583,2.5495312424632633e-164
161,0.04413701757397786,0.13816055316816406,0.13825430864231777,0.16915395847988057,0.004512376662081258,1.5190097793403286e-307
162,0.012793099956148636,0.16189277528032633,0.5382452181376377,0.06469747887304098,0.002243563514562639,7.390720130911642e-183
163,0.010704703991018095,0.17949581238295104,0.5085715179473639,0.054959783959341604,0.0020033748418333895,1.0903001518214505e-165
164,0.024632626003703237,0.1690456944555464,0.7488801389051366,0.11404479706901424,0.0029066306477238744,0.0
165,0.02717240841001938,0.16990185980898814,0.7142418908447294,0.12124252986491132,0.0030095333307982195,0.0
166,0.0298573281050189,0.24941138996014434,0.7360597535606042,0.12982424172049747,0.0031934781139880282,0.0
167,0.017018461429165965,0.2214626282105634,0.08406298023906725,0.0782086657864967,0.0024092266412117404,3.6506246771051904e-231
168,0.045763966545917564,0.12484524266686764,0.5250133465404204,0.17401458039025564,0.004539765048815883,0.0
169,0.030098639296474147,0.2338870666407953,0.234915248958396,0.12802009675522505,0.00351652590663742,3.5125864730446636e-290
170,0.013619658849035135,0.139183542615201,0.8337732635551391,0.0703674286167301,0.0022576001662555543,2.792975895248639e-213
171,0.019663224852535705,0.13501882895646053,0.5293238279176121,0.09705624589619193,0.002764321477578338,4.688715422996735e-270
172,0.021562114606542844,0.12182733093761333,0.4916425410204362,0.10077716846029126,0.0027668273159084733,1.8167849696260687e-290
173,0.03219876900923255,0.1852647647991501,0.7873647004379312,0.1395698625921791,0.0034177784296593634,0.0
174,0.03395545520062862,0.1603801463806538,0.6449685199039613,0.1428384435807747,0.0036984616160562283,0.0
175,0.011786115945995558,0.22273662362288685,0.8019511188397117,0.06549884179038935,0.0022177694583776983,1.0648661233625262e-191
176,0.021051106657922397,0.10899913095863645,0.8913032235772478,0.10137735395161479,0.0027253539246415944,7.387939101102209e-303
177,0.03366681028052743,0.13140637021192936,0.19729185093935472,0.14061472230905891,0.0036977686197210316,0.0
178,0.022711226648576145,0.12577714024401732,0.8308081495313001,0.10797312961841693,0.002882453918855797,4.326630753242791e-307
179,0.04648038153285034,0.2499880163735802,0.625205746863865,0.17301234964273118,0.004577035652355231,0.0
180,0.016879243312616758,0.2201996247060602,0.8633973110731868,0.0863488375281177,0.0023790266375494726,1.8799137625972588e-288
181,0.02808742099452454,0.19783698304360295,0.08133562142286041,0.11835476901327452,0.0032771094663833628,1.2907848689521989e-285
182,0.012470669582976828,0.21891073086465307,0.5071785398951963,0.06523662820025918,0.0021320324243070273,1.2882603877473001e-205
183,0.04543988401436533,0.10428809906515035,0.2872189938706673,0.1698534795112291,0.004392863041268028,0.0
184,0.014185208632636838,0.21471835282303603,0.8905609189357782,0.07345962961507584,0.0022799921107804102,9.489037280778341e-228
185,0.015040024564669217,0.11916695702126992,0.20119523030547176,0.07254072393814522,0.0022907475197765505,4.447944939691041e-220
186,0.01596790172011169,0.23628928753719772,0.6382752140484155,0.08012308798036423,0.002360561977261147,1.5802677626225976e-252
187,0.035488848329914634,0.17320524204245374,0.4325816627686106,0.1490085212919515,0.0037698823320878156,0.0
188,0.016788426693232435,0.23246494824026875,0.15252367433738848,0.07790671916878578,0.0024160690835476565,4.1026755157947087e-228
189,0.02234704690916557,0.13263257491609476,0.9344405305022191,0.10827163600964149,0.0027471075844348117,0.0
190,0.028876224986157925,0.20219326051157988,0.4866799061672186,0.1224695122919046,0.0030355140651408667,0.0
191,0.04329884941480598,0.15020973473715432,0.3551658985108336,0.16730886122747005,0.004291362322026159,0.0
192,0.03558664175844602,0.22985182657921913,0.4822591468854338,0.14354156489622263,0.003636193485980777,0.0
193,0.014373950331173481,0.13307410422979452,0.9954690498976754,0.07756772042647961,0.002293539113071843,9.989982709728572e-251
194,0.03336526023690252,0.2457437321789294,0.05918003995741292,0.13076738285693867,0.0034179398953385043,0.0
195,0.028411694668441033,0.24316544519473343,0.03780111365394781,0.12294857278649442,0.003478913852389116,1.3745494596715422e-273
196,0.01398385044122072,0.12553536804233592,0.3915613108019018,0.0632465068812309,0.002053443900718297,2.6033896460057825e-208
197,0.021876405499833503,0.13670771767402673,0.3045669547220724,0.09839397631541076,0.0026172294294734915,2.623202525089293e-309
198,0.027640986501480412,0.21038571433186087,0.4518286677826779,0.11843530902465083,0.0032317360766770803,5.0005393831814535e-294
199,0.04665294310750354,0.1627785847655216,0.6659480733550833,0.18101450272517763,0.004942270646876259,1.1122367471582853e-293
200,0.015303905861053659,0.10032235350490837,0.8243508457832392,0.07504801726930888,0.002280431772029994,1.6039383878426195e-237
201,0.011444022896514064,0.13698786562735832,0.4009675750388751,0.057843658337011085,0.0021167060937009206,2.0156039873493443e-164
202,0.0498796908767523,0.1626293911151391,0.8229093994757489,0.18466047878229544,0.004562680206928338,0.0
203,0.017787137801862522,0.18206452840308124,0.40816493561105416,0.08519998312161248,0.0024904336502391614,1.6647350728130814e-256
204,0.024348291109426424,0.14803497431381998,0.3415281999484107,0.1106093609737674,0.003019302505581389,8.204628975711259e-294
205,0.03568986610234417,0.11619409568824972,0.6769611695504367,0.15054803924031984,0.003790478575897841,0.0
206,0.034101074165119656,0.12440086107289018,0.11038484208823134,0.14000798745299173,0.003756119652905104,4.22852973917958e-304
207,0.023100265035672696,0.14884341544244095,0.08225747929409734,0.10275506872451186,0.0028345198277876047,9.474383775601354e-288
208,0.038087573800597914,0.18556542081559166,0.5598754375896626,0.1557863315012353,0.0039009146237834395,0.0
209,0.038398251192022656,0.2141455781428599,0.8646610891567523,0.15532321806665744,0.0039049095064041905,0.0
210,0.020088478160431945,0.18390407371596634,0.5938557015632028,0.09687954214385705,0.002716350017409172,1.3630499080705836e-278
211,0.012636229044193762,0.16802425877537858,0.09700700198470567,0.06213728339015617,0.002174210288547834,1.2171158874397459e-179
212,0.04453621709046245,0.24471932933576462,0.46873727218685673,0.17354813682046896,0.00468620893919424,3.273664388274554e-300
213,0.011742910030901726,0.19130377269729426,0.02717359524112098,0.05093459198019798,0.002088126015934956,2.0547088071333351e-131
214,0.03956602921692219,0.19871130469855325,0.27290047842327003,0.1617482967683544,0.004472857514700707,2.394057648967407e-286
215,0.035672171755710635,0.12864480680486773,0.05428100881849646,0.14773177380574604,0.004156979818902796,1.2621414476125226e-276
216,0.029914949079422354,0.20741904678140322,0.4071612538490516,0.1294416738283062,0.0033583477858236807,0.0
217,0.017396237191774494,0.19904709372942783,0.3320353291320993,0.08533890546663635,0.0025033207253546508,1.0277195688804978e-254
218,0.011107813166524034,0.20711163653247966,0.019932351669928346,0.05143379427640389,0.00200785671066574,1.0051533394769715e-144
219,0.041327564408044255,0.15006514024075693,0.14642293175561186,0.1608813276511654,0.004199365418106971,0.0
220,0.014356069137634882,0.2059856048699572,0.7766819744670987,0.07059204507694107,0.0023025049498717047,2.0171064867023213e-206
221,0.044798662188303175,0.1282197463591203,0.9929225180437492,0.17411538661753237,0.004515994230957309,0.0
222,0.014890320391212814,0.2399241598689627,0.3307931698463149,0.07206797125485935,0.0022389299146884185,2.5501652881795037e-227
223,0.03626027437714093,0.16302523905625127,0.3344909147090715,0.14899893463659442,0.004119970327006247,2.1581528842882157e-286
224,0.03414651584465243,0.10711835701230572,0.19463410907860978,0.136717984212743,0.0035790772239573834,0.0
225,0.03904951412925279,0.22727288549570387,0.20561263706063437,0.15371669770210697,0.003957175205403025,0.0
226,0.038331522500058536,0.14445540377171423,0.5602194580289175,0.15648186150989646,0.00407386262294756,0.0
227,0.01249977380816407,0.17210668723755013,0.20774259346253607,0.060255618277857845,0.002044368741989307,6.212089880905586e-191
228,0.04460779943010011,0.1809741713027241,0.3088374037995214,0.1760619538073406,0.004551736076489597,0.0
229,0.039657666867023184,0.16754739508617383,0.448687058722736,0.16083825266398455,0.004061550910214322,0.0
230,0.03266589830358361,0.1862888795482549,0.1347883114677694,0.1336868006039716,0.003431450729396015,0.0
231,0.04782401687979765,0.2453806199872184,0.44761402399072525,0.18384381368006317,0.004641131598054685,0.0
232,0.03940447553925302,0.15392275727550997,0.1853888487492595,0.1535325420123503,0.0038889771315677294,0.0
233,0.010504715783615115,0.15486760581383507,0.35846397493366855,0.05134849498957933,0.001988606148698162,5.106266629962812e-147
234,0.04774279435548498,0.18239614084783454,0.4818556411219017,0.18171359297277856,0.004516676092355351,0.0
235,0.012203336380810918,0.10126475966439688,0.728368754590412,0.06632128725951972,0.0022000818100873024,1.2504045696060978e-199
236,0.044373095688678615,0.10064157667745144,0.42956003635633305,0.17187165646295885,0.004384873834326559,0.0
237,0.02838616357773964,0.20579779634313755,0.9359090049888436,0.1284070079341158,0.0032916887046016787,0.0
238,0.04210373652972744,0.23806073789396787,0.5976066444255493,0.16069647354123523,0.004032831346288824,0.0
239,0.04517286203841901,0.20908016915340233,0.46769429549410235,0.17310824939696065,0.0042721652605005305,0.0
240,0.049469505933418624,0.11028120523981559,0.8979983197029059,0.1920073071120237,0.0050358412351873705,0.0
241,0.013857302140908806,0.1778253952446074,0.7684952012448906,0.07432847243811193,0.002173118933813423,2.1382137858808772e-256
242,0.026681712443387746,0.21812913540166468,0.5452357629755025,0.11424973746356407,0.0032064200787404245,4.549173653269205e-278
243,0.04369240227784,0.14755990438378008,0.6796846065398994,0.1721200540691824,0.004298169483623264,0.0
244,0.035937418053107816,0.13903922603622618,0.4216005068146664,0.14938465883885987,0.003831776718705457,0.0
245,0.04273161728226638,0.19365634419947286,0.3053376230941766,0.15880794835540155,0.003988475111209176,0.0
246,0.014869989122656798,0.12912630280465173,0.5212326081902383,0.07163421350894482,0.002164064417817433,2.808998555036515e-240
247,0.04972027713629992,0.1413837555558391,0.4152523757882856,0.18495011752261703,0.00490953056945964,1.4468192083438e-310
248,0.021717328521599376,0.20565642800491607,0.5015121973140552,0.10254043190325438,0.00274369290611193,1.0671844050888294e-305
249,0.017417273143720168,0.17647700286628018,0.8945803441439468,0.08515714111919864,0.0025098361801500027,2.458842744154126e-252
