boardid,year
21752.0,2010
21752.0,2010
21105.0,2010
15581.0,2010
93427.0,2010
462078.0,2010
23635.0,2010
12641.0,2010
14195.0,2010
14195.0,2010
12262.0,2010
31454.0,2010
31454.0,2010
31454.0,2010
32537.0,2010
631381.0,2010
20291.0,2010
17862.0,2010
114467.0,2010
11375.0,2010
14212.0,2010
440155.0,2010
9816.0,2010
28665.0,2010
4972.0,2010
1815.0,2010
17478.0,2010
493545.0,2010
20517.0,2010
27981.0,2010
2068.0,2010
1013530.0,2010
